"Parasite.species","parasite_genus","parasite_family","parasite_order","parasite_class","parasite_phylum","Host.no","Host_no_fac","Stage","assumed_stage","Def.int","Facultative","num_hosts","host_phylum","host_class","host_bm","host_tl","endo_ecto","prop_endo","vert_invert","habitat","prop_terr","Site","body_cavity","gi_tract","gi_wall","pulmonary","biliary","urinary","enclosed","lcl_max","lcl_max_fac","initial_biov","initial_length","initial_width","biovolume","avg_length","avg_width","avg_dt","avg_dd","rel_growth","biov_paratenic","avg_dt_paratenic","avg_dd_paratenic","rel_growth_paratenic","tree_tips"
"Neoechinorhynchus cristatus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",1,"Arthropoda","Ostracoda",NA,2,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",1.96870521631082e-05,0.0555,0.026,NA,NA,NA,20,NA,NA,NA,20,NA,NA,"Neoechinorhynchus_cristatus"
"Neoechinorhynchus cristatus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",2,"2","adult","no","def","no",3,"Chordata","Actinopterygii",2.98595841876133,2.74,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",NA,NA,NA,0.689795571957894,4.75,0.43,NA,NA,NA,0.689795571957894,NA,NA,NA,"Neoechinorhynchus_cristatus"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",2,"Arthropoda","Ostracoda",NA,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",3,"3",2.33985820839368e-05,0.057,0.028,0.00502576284758027,0.79,0.09,28,NA,2.33201245086784,0.00502576284758027,28,NA,2.33201245086784,"Neoechinorhynchus_cylindratus"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",2,"2","2larv","no","int","paratenic",3,"Chordata","Actinopterygii",2.11760442434655,3.15514412883389,"ecto",0,"invert","aquatic",0,"liver","no","no","no","no","yes","no","no",3,"3",0.00502576284758027,0.79,0.09,0.160158098955696,2.265,0.2975,NA,NA,1.50334691364275,0.160158098955696,1,20,1.50334691364275,"Neoechinorhynchus_cylindratus"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",3,"3","adult","no","def","no",5,"Chordata","Actinopterygii",2.52062940899441,3.31290000613311,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",3,"3",0.160158098955696,2.265,0.2975,1.96992585595644,9.1,0.525,NA,NA,1.08990097532117,1.96992585595644,NA,NA,1.08990097532117,"Neoechinorhynchus_cylindratus"
"Neoechinorhynchus cylindratus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",3,"3","adult","no","def","postcyclic",5,"Chordata","Actinopterygii",2.80953339734449,3.61333333333333,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",3,"3",1.96992585595644,9.1,0.525,1.96992585595644,9.1,0.525,NA,NA,0,1.96992585595644,NA,NA,0,"Neoechinorhynchus_cylindratus"
"Neoechinorhynchus emydis","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",1,"Arthropoda","Ostracoda",NA,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",3,"3",4.24115008234622e-06,0.025,0.018,NA,0.926976171745013,NA,21,NA,NA,NA,21,NA,NA,"Neoechinorhynchus_emydis"
"Neoechinorhynchus emydis","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",2,"2","2larv","no","int","no",1,"Mollusca","Gastropoda",NA,2,"ecto",0,"invert","aquatic",0,"muscles","no","no","no","no","no","no","yes",3,"3",NA,0.926976171745013,NA,0.0741021439289533,1.445,0.25,NA,NA,NA,0.0741021439289533,NA,NA,NA,"Neoechinorhynchus_emydis"
"Neoechinorhynchus emydis","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",3,"3","adult","no","def","no",3,"Chordata","Craniata",NA,NA,"ecto",0,"vert","aquatic",0,"gut","no","yes","no","no","no","no","no",3,"3",0.0741021439289533,1.445,0.25,12.7234502470387,16.2,1,NA,NA,2.2347741227062,12.7234502470387,NA,NA,2.2347741227062,"Neoechinorhynchus_emydis"
"Neoechinorhynchus rutili","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",3,"Arthropoda","Ostracoda",NA,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",3,"3",6.17898915083552e-06,0.032,0.019,0.0141999987942259,0.8,0.14,52.5,525,3.36137087483122,0.0141999987942259,52.5,525,3.36137087483122,"Neoechinorhynchus_rutili"
"Neoechinorhynchus rutili","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",2,"2","2larv","no","int","paratenic",1,"Arthropoda","Insecta",-1.73719780205886,2.66718597134871,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",3,"3",0.0141999987942259,0.8,0.14,0.0385655441394483,1.311857143,0.1935,NA,NA,0.433911155901898,0.0385655441394483,1,20,0.433911155901898,"Neoechinorhynchus_rutili"
"Neoechinorhynchus rutili","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",3,"3","adult","no","def","no",6,"Chordata","Actinopterygii",1.95153085567027,3.14707785530665,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",3,"3",0.0385655441394483,1.311857143,0.1935,2.17618613988017,6.389,0.6475,NA,NA,1.75149657654585,2.17618613988017,NA,NA,1.75149657654585,"Neoechinorhynchus_rutili"
"Neoechinorhynchus rutili","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",3,"3","adult","no","def","postcyclic",6,"Chordata","Actinopterygii",1.89973908617453,3.00230259941166,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",3,"3",2.17618613988017,6.389,0.6475,2.17618613988017,6.389,0.6475,NA,NA,0,2.17618613988017,NA,NA,0,"Neoechinorhynchus_rutili"
"Neoechinorhynchus saginatus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",1,"Arthropoda","Ostracoda",NA,2,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",7.63407014822319e-06,0.045,0.018,0.021841216065736,1.1,0.159,16,320,3.45652066887285,0.021841216065736,16,320,3.45652066887285,"Neoechinorhynchus_saginatus"
"Neoechinorhynchus saginatus","Neoechinorhynchus","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",2,"2","adult","no","def","no",2,"Chordata","Actinopterygii",1.88847978866823,2.95979748916767,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.021841216065736,1.1,0.159,44.0706544436393,20,1.675,NA,NA,3.30487268461058,44.0706544436393,NA,NA,3.30487268461058,"Neoechinorhynchus_saginatus"
"Neogryporhynchus cheilancristrotus","Neogryporhynchus","Dilepididae","Cyclophyllidea","Cestoda","Platyhelminthes",1,"1","1larv","no","int","no",1,"Arthropoda","Hexanauplia",-4.48280410205003,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",3,"3",NA,0.145,NA,0.000796328287838063,0.115,0.115,20,400,NA,0.000796328287838063,20,400,NA,"Neogryporhynchus_cheilancristrotus"
"Neogryporhynchus cheilancristrotus","Neogryporhynchus","Dilepididae","Cyclophyllidea","Cestoda","Platyhelminthes",2,"2","2larv","no","int","no",4,"Chordata","Actinopterygii",3.038517048969,2.9625,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",3,"3",0.000796328287838063,0.115,0.115,0.0211511449761024,0.3848,0.2095,NA,NA,1.42424173866333,0.0211511449761024,NA,NA,1.42424173866333,"Neogryporhynchus_cheilancristrotus"
"Neogryporhynchus cheilancristrotus","Neogryporhynchus","Dilepididae","Cyclophyllidea","Cestoda","Platyhelminthes",3,"3","adult","no","def","no",5,"Chordata","Aves",3.11714880231009,3.66866666666667,"endo",1,"vert","aquatic",0,"gut","no","yes","no","no","no","no","no",3,"3",0.0211511449761024,0.3848,0.2095,20.645,49,0.4275,NA,NA,2.98948100517607,20.645,NA,NA,2.98948100517607,"Neogryporhynchus_cheilancristrotus"
"Neoskrjabinolepis schaldybini","Neoskrjabinolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes",1,"1","1larv","no","int","no",2,"Arthropoda","Insecta",NA,2,"ecto",0,"invert","terrestrial",1,"body cavity","yes","no","no","no","no","no","no",2,"2",8.24668071567321e-05,0.063,0.05,0.000898407796131768,0.1175,0.1075,NA,NA,1.03719433151978,0.000898407796131768,NA,NA,1.03719433151978,"Neoskrjabinolepis_schaldybini"
"Neoskrjabinolepis schaldybini","Neoskrjabinolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes",2,"2","adult","no","def","no",3,"Chordata","Mammalia",0.687990393106465,2.7,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",2,"2",0.000898407796131768,0.1175,0.1075,5.82875,17.025,0.33325,NA,NA,3.81210191650666,5.82875,NA,NA,3.81210191650666,"Neoskrjabinolepis_schaldybini"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",14,"Mollusca","Gastropoda",NA,2,"ecto",0,"invert","terrestrial",1,"muscles","no","no","no","no","no","no","yes",2,"2",NA,0.2825,NA,NA,0.5517,NA,26.1,412.555555555556,NA,NA,26.1,412.555555555556,NA,"Neostrongylus_linearis"
"Neostrongylus linearis","Neostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda",2,"2","adult","no","def","no",2,"Chordata","Mammalia",4.28942159697237,2,"endo",1,"vert","terrestrial",1,"lungs","no","no","no","yes","no","no","no",2,"2",NA,0.5517,NA,0.0163156828665112,10.2945,0.043,60.75,2035.125,NA,0.0163156828665112,60.75,2035.125,NA,"Neostrongylus_linearis"
"Nesolecithus africanus","Nesolecithus","Schizochoeridae","Amphilinidea","Cestoda","Platyhelminthes",1,"1","1larv","no","int","no",1,"Arthropoda","Malacostraca",NA,2.25,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",0.000806091834206644,0.178,0.093,21.3325,8.05,2.65,NA,NA,4.42265723257742,21.3325,NA,NA,4.42265723257742,"Nesolecithus_africanus"
"Nesolecithus africanus","Nesolecithus","Schizochoeridae","Amphilinidea","Cestoda","Platyhelminthes",2,"2","adult","no","def","no",1,"Chordata","Actinopterygii",3.31384693096413,3.71,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",21.3325,8.05,2.65,454.36,28.475,15.95,NA,NA,1.32835833656747,454.36,NA,NA,1.32835833656747,"Nesolecithus_africanus"
"Nippotaenia mogurndae","Nippotaenia","Nippotaeniidae","Nippotaeniidea","Cestoda","Platyhelminthes",1,"1","1larv","no","int","no",1,"Arthropoda","Hexanauplia",-5.16005917430092,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",0.000611015161980762,0.0946666666666667,0.083,0.00597525032226553,0.325,0.153,12,192,0.990304116842631,0.00597525032226553,12,192,0.990304116842631,"Nippotaenia_mogurndae"
"Nippotaenia mogurndae","Nippotaenia","Nippotaeniidae","Nippotaeniidea","Cestoda","Platyhelminthes",2,"2","adult","no","def","no",1,"Chordata","Actinopterygii",1.87535863314793,3.63,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.00597525032226553,0.325,0.153,0.760125,2.3,0.3225,NA,NA,2.10452891244048,0.760125,NA,NA,2.10452891244048,"Nippotaenia_mogurndae"
"Nippotaenia mogurndae","Nippotaenia","Nippotaeniidae","Nippotaeniidea","Cestoda","Platyhelminthes",2,"2","adult","no","def","postcyclic",1,"Chordata","Actinopterygii",1.87535863314793,3.63,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.760125,2.3,0.3225,0.760125,2.3,0.3225,NA,NA,0,0.760125,NA,NA,0,"Nippotaenia_mogurndae"
"Nybelinia surmenicola","Nybelinia","Tentaculariidae","Trypanorhyncha","Cestoda","Platyhelminthes",1,"1","1larv","no","int","no",3,"Arthropoda","Malacostraca",-1.23609506863551,2.44,"ecto",0,"invert","aquatic",0,"hepatopancreas","no","no","no","no","yes","no","no",3,"3",NA,NA,NA,10.9103585868357,3.15,2.1,NA,NA,NA,10.9103585868357,NA,NA,NA,"Nybelinia_surmenicola"
"Nybelinia surmenicola","Nybelinia","Tentaculariidae","Trypanorhyncha","Cestoda","Platyhelminthes",2,"2","2larv","no","int","paratenic",7,"Chordata","Actinopterygii",3.35861132817818,4.04857142857143,"ecto",0,"invert","aquatic",0,"stomach wall","no","no","yes","no","no","no","no",3,"3",10.9103585868357,3.15,2.1,45.3533652255603,7.58966666666667,2.63266666666667,NA,NA,0.618770492674779,45.3533652255603,1,20,0.618770492674779,"Nybelinia_surmenicola"
"Nybelinia surmenicola","Nybelinia","Tentaculariidae","Trypanorhyncha","Cestoda","Platyhelminthes",3,"3","adult","no","def","no",1,"Chordata","Elasmobranchii",4.86892082646535,4.5,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",3,"3",45.3533652255603,7.58966666666667,2.63266666666667,170.145,57,2.985,NA,NA,0.57420967383949,170.145,NA,NA,0.57420967383949,"Nybelinia_surmenicola"
"Obeliscoides cuniculi cuniculi","Obeliscoides","Cooperiidae","Rhabditida","Chromadorea","Nematoda",1,"1","adult","no","def","no",5,"Chordata","Mammalia",2.77396317675596,2,"endo",1,"vert","terrestrial",1,"stomach","no","yes","no","no","no","no","no",1,"1",0.000259060442603995,0.71075,0.022,0.397827731705709,14.8,0.185,19.2,643.2,3.18629395038588,0.397827731705709,19.2,643.2,3.18629395038588,"Obeliscoides_cuniculi_cuniculi"
"Obeliscoides cuniculi multistriatus","Obeliscoides","Cooperiidae","Rhabditida","Chromadorea","Nematoda",1,"1","adult","no","def","no",4,"Chordata","Mammalia",2.81769443586679,2,"endo",1,"vert","terrestrial",1,"stomach","no","yes","no","no","no","no","no",1,"1",0.000153105517972699,0.54,0.019,0.404890110530796,17.3,0.1765,27.0833333325,907.29166663875,3.42234632613013,0.404890110530796,27.0833333325,907.29166663875,3.42234632613013,"Obeliscoides_cuniculi_multistriatus"
"Octospinifer macilentis","Octospinifer","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",1,"Arthropoda","Ostracoda",NA,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",1.88960907627201e-05,0.0555,0.0255,0.00269391570045325,0.7,0.07,30,480,2.15401203510787,0.00269391570045325,30,480,2.15401203510787,"Octospinifer_macilentis"
"Octospinifer macilentis","Octospinifer","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",2,"2","adult","no","def","no",1,"Chordata","Actinopterygii",3.10271981825757,2.82,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.00269391570045325,0.7,0.07,NA,10,NA,112,1400,NA,NA,112,1400,NA,"Octospinifer_macilentis"
"Octospiniferoides chandleri","Octospiniferoides","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",2,"Arthropoda","Ostracoda",NA,2,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",8.25433834776633e-06,0.0865,0.0135,0.00663616287676448,0.4475,0.141,20,360,2.90523476996193,0.00663616287676448,20,360,2.90523476996193,"Octospiniferoides_chandleri"
"Octospiniferoides chandleri","Octospiniferoides","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",2,"2","adult","no","def","no",2,"Chordata","Actinopterygii",0.551030304681087,3.19625,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.00663616287676448,0.4475,0.141,0.40828138126053,2.8,0.38,30,540,1.78904253863984,0.40828138126053,30,540,1.78904253863984,"Octospiniferoides_chandleri"
"Octospiniferoides chandleri","Octospiniferoides","Neoechinorhynchidae","Neoechinorhynchida","Eoacanthocephala","Acanthocephala",2,"2","adult","no","def","postcyclic",2,"Chordata","Actinopterygii",-0.0453462893045955,2.9725,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.40828138126053,2.8,0.38,0.40828138126053,2.8,0.38,30,540,0,0.40828138126053,30,540,0,"Octospiniferoides_chandleri"
"Oesophagostomum asperum","Oesophagostomum","Cloacinidae","Rhabditida","Chromadorea","Nematoda",1,"1","adult","no","def","no",1,"Chordata","Mammalia",4.38125188707657,2,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",1,"1",NA,0.9075,NA,NA,NA,NA,48,1608,NA,NA,48,1608,NA,"Oesophagostomum_asperum"
"Oesophagostomum bifurcum","Oesophagostomum","Cloacinidae","Rhabditida","Chromadorea","Nematoda",1,"1","adult","no","def","no",6,"Chordata","Mammalia",3.5612978676625,2.25,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",1,"1",0.000561404458772666,0.8217,0.02945,2.2078215571528,14.8,0.437142857142857,NA,NA,3.59468811192079,2.2078215571528,NA,NA,3.59468811192079,"Oesophagostomum_bifurcum"
"Oesophagostomum columbianum","Oesophagostomum","Cloacinidae","Rhabditida","Chromadorea","Nematoda",1,"1","adult","no","def","no",1,"Chordata","Mammalia",4.36262833252983,2,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",1,"1",NA,0.829777777777778,NA,2.01061929829747,14.865,0.4,38,1273,NA,2.01061929829747,38,1273,NA,"Oesophagostomum_columbianum"
"Oesophagostomum dentatum","Oesophagostomum","Cloacinidae","Rhabditida","Chromadorea","Nematoda",1,"1","adult","no","def","no",1,"Chordata","Mammalia",4.48004275333278,2.25,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",1,"1",0.000380844805419179,0.608166666666667,0.028,NA,10.232,NA,22.14,741.69,NA,NA,22.14,741.69,NA,"Oesophagostomum_dentatum"
"Oesophagostomum kansuensis","Oesophagostomum","Cloacinidae","Rhabditida","Chromadorea","Nematoda",1,"1","adult","no","def","no",1,"Chordata","Mammalia",4.36262833252983,2,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oesophagostomum_kansuensis"
"Oesophagostomum quadrispinulatum","Oesophagostomum","Cloacinidae","Rhabditida","Chromadorea","Nematoda",1,"1","adult","no","def","no",1,"Chordata","Mammalia",4.48004275333278,2.25,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",1,"1",0.000282454312298951,0.532,0.026,NA,12.19,NA,25.5,854.25,NA,NA,25.5,854.25,NA,"Oesophagostomum_quadrispinulatum"
"Oesophagostomum radiatum","Oesophagostomum","Cloacinidae","Rhabditida","Chromadorea","Nematoda",1,"1","adult","no","def","no",1,"Chordata","Mammalia",5.7562970780459,2,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",1,"1",NA,0.80475,NA,3.36690375171444,19,0.475,38,1273,NA,3.36690375171444,38,1273,NA,"Oesophagostomum_radiatum"
"Oesophagostomum venulosum","Oesophagostomum","Cloacinidae","Rhabditida","Chromadorea","Nematoda",1,"1","adult","no","def","no",3,"Chordata","Mammalia",4.32003169367377,2,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",1,"1",0.000635465654004875,0.899,0.03,2.84981144094828,17.3,0.443076923,28,938,3.65172404313127,2.84981144094828,28,938,3.65172404313127,"Oesophagostomum_venulosum"
"Ohbayashinema erbaevae","Ohbayashinema","Heligmosomatidae","Rhabditida","Chromadorea","Nematoda",1,"1","adult","no","def","no",2,"Chordata","Mammalia",2.00704264814581,2,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",1,"1",0.000195432195794514,0.432,0.024,0.274773189339458,15.8345,0.1275,8,268,3.14797824309336,0.274773189339458,8,268,3.14797824309336,"Ohbayashinema_erbaevae"
"Oligacanthorhynchus tortuosa","Oligacanthorhynchus","Oligacanthorhynchidae","Oligacanthorhynchida","Archiacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",1,"Arthropoda","Diplopoda",NA,NA,"ecto",0,"invert","terrestrial",1,"body cavity","yes","no","no","no","no","no","no",2,"2",9.9341348496714e-05,0.098,0.044,2.0902672973086,4.4565,0.7715,NA,NA,4.32307177500339,2.0902672973086,NA,NA,4.32307177500339,"Oligacanthorhynchus_tortuosa"
"Oligacanthorhynchus tortuosa","Oligacanthorhynchus","Oligacanthorhynchidae","Oligacanthorhynchida","Archiacanthocephala","Acanthocephala",2,"2","adult","no","def","no",2,"Chordata","Mammalia",2.03943080152336,2.5,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",2,"2",2.0902672973086,4.4565,0.7715,7086.9539336189,179,7.1,63,2079,3.53025778380547,7086.9539336189,63,2079,3.53025778380547,"Oligacanthorhynchus_tortuosa"
"Ollulanus tricuspis","Ollulanus","Molineidae","Rhabditida","Chromadorea","Nematoda",1,"1","adult","no","def","no",8,"Chordata","Mammalia",4.08299450762696,3.21128819097569,"endo",1,"vert","terrestrial",1,"stomach","no","yes","no","no","no","no","no",1,"1",0.000123307511653399,0.41,0.0185,NA,0.95,NA,33.5,1122.25,NA,NA,33.5,1122.25,NA,"Ollulanus_tricuspis"
"Onchobothrium antarcticum","Onchobothrium","Onchobothriidae","Tetraphyllidea","Cestoda","Platyhelminthes",1,"1","1larv","yes","int","no",NA,NA,NA,NA,NA,"ecto",0,"invert","aquatic",0,NA,NA,NA,NA,NA,NA,NA,NA,3,"3",0.00128824933751266,0.135,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Onchobothrium_antarcticum"
"Onchobothrium antarcticum","Onchobothrium","Onchobothriidae","Tetraphyllidea","Cestoda","Platyhelminthes",2,"2","2larv","no","int","no",3,"Chordata","Actinopterygii",2.86528482830165,3.45,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",3,"3",NA,NA,NA,0.848054283630184,3.05,0.595,NA,NA,NA,0.848054283630184,NA,NA,NA,"Onchobothrium_antarcticum"
"Onchobothrium antarcticum","Onchobothrium","Onchobothriidae","Tetraphyllidea","Cestoda","Platyhelminthes",3,"3","adult","no","def","no",1,"Chordata","Elasmobranchii",2.95120976962962,4.01,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",3,"3",0.848054283630184,3.05,0.595,500,125,4,NA,NA,2.77054635216596,500,NA,NA,2.77054635216596,"Onchobothrium_antarcticum"
"Onchocamallanus bagarii","Onchocamallanus","Camallanidae","Spirurida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",2,"Arthropoda","Hexanauplia",-4.82542832598491,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",5.88459573925538e-05,0.333,0.015,0.000292261984650659,0.5283,0.02654,5,122.5,0.69605569612609,0.000292261984650659,5,122.5,0.69605569612609,"Onchocamallanus_bagarii"
"Onchocamallanus bagarii","Onchocamallanus","Camallanidae","Spirurida","Chromadorea","Nematoda",2,"2","adult","no","def","no",1,"Chordata","Actinopterygii",3.73724618934492,3.72,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.000292261984650659,0.5283,0.02654,1.28169617158682,15.45,0.325,NA,NA,3.64201275797483,1.28169617158682,NA,NA,3.64201275797483,"Onchocamallanus_bagarii"
"Oncicola pomatostomi","Oncicola","Oligacanthorhynchidae","Oligacanthorhynchida","Archiacanthocephala","Acanthocephala",1,"1","1larv","yes","int","no",NA,NA,NA,NA,NA,"ecto",0,"invert","terrestrial",1,"body cavity","yes","no","no","no","no","no","no",3,"3",7.42201264410589e-05,0.07,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncicola_pomatostomi"
"Oncicola pomatostomi","Oncicola","Oligacanthorhynchidae","Oligacanthorhynchida","Archiacanthocephala","Acanthocephala",2,"2","2larv","no","int","paratenic",16,"Chordata","Aves",1.57356928966998,2.78333333333333,"endo",1,"vert","terrestrial",1,"subcutaneous","no","no","no","no","no","no","yes",3,"3",NA,NA,NA,4.1521707536186,3.33,1.26,NA,NA,NA,4.1521707536186,1,20,0,"Oncicola_pomatostomi"
"Oncicola pomatostomi","Oncicola","Oligacanthorhynchidae","Oligacanthorhynchida","Archiacanthocephala","Acanthocephala",3,"3","adult","no","def","no",3,"Chordata","Mammalia",3.39747893760785,3.51666666666667,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",3,"3",4.1521707536186,3.33,1.26,97.4139159538898,24.5,2.25,NA,NA,1.37034579684581,97.4139159538898,NA,NA,1.37034579684581,"Oncicola_pomatostomi"
"Oncicola venezuelensis","Oncicola","Oligacanthorhynchidae","Oligacanthorhynchida","Archiacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",1,"Arthropoda","Insecta",NA,2,"ecto",0,"invert","terrestrial",1,"body cavity","yes","no","no","no","no","no","no",3,"3",7.98074489754683e-05,0.069,0.047,2.49367058471343,4.1,0.88,NA,NA,4.49479565346706,2.49367058471343,NA,NA,4.49479565346706,"Oncicola_venezuelensis"
"Oncicola venezuelensis","Oncicola","Oligacanthorhynchidae","Oligacanthorhynchida","Archiacanthocephala","Acanthocephala",2,"2","2larv","no","int","paratenic",2,"Chordata","Craniata",0.601516443507355,2.85,"ecto",0,"vert","terrestrial",1,"mesentery","no","no","no","no","no","no","yes",3,"3",2.49367058471343,4.1,0.88,7.8173663715969,5.8,1.31,NA,NA,0.496221383854393,7.8173663715969,1,20,0.496221383854393,"Oncicola_venezuelensis"
"Oncicola venezuelensis","Oncicola","Oligacanthorhynchidae","Oligacanthorhynchida","Archiacanthocephala","Acanthocephala",3,"3","adult","no","def","no",2,"Chordata","Mammalia",3.37277875425542,3.525,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",3,"3",7.8173663715969,5.8,1.31,55.0402124170411,15.5,2.125,NA,NA,0.847619635065502,55.0402124170411,NA,NA,0.847619635065502,"Oncicola_venezuelensis"
"Oochoristica anolis","Oochoristica","Linstowiidae","Cyclophyllidea","Cestoda","Platyhelminthes",1,"1","1larv","no","int","no",1,"Arthropoda","Insecta",-2.69680394257951,2,"ecto",0,"invert","terrestrial",1,"body cavity","yes","no","no","no","no","no","no",2,"2",2.52799185613537e-05,0.0408,0.0344,0.00522761017557341,0.39,0.16,40,800,2.31552752410541,0.00522761017557341,40,800,2.31552752410541,"Oochoristica_anolis"
