"Parasite.species","parasite_genus","parasite_family","parasite_order","parasite_class","parasite_phylum","Host.no","Host_no_fac","Stage","assumed_stage","Def.int","Facultative","num_hosts","host_phylum","host_class","host_bm","host_tl","endo_ecto","prop_endo","vert_invert","habitat","prop_terr","Site","body_cavity","gi_tract","gi_wall","pulmonary","biliary","urinary","enclosed","lcl_max","lcl_max_fac","initial_biov","initial_length","initial_width","biovolume","avg_length","avg_width","avg_dt","avg_dd","rel_growth","biov_paratenic","avg_dt_paratenic","avg_dd_paratenic","rel_growth_paratenic","tree_tips"
"Physaloptera praeputialis","Physaloptera","Physalopteridae","Spirurida","Chromadorea","Nematoda",2,"2","2larv","no","int","paratenic",2,"Chordata","Craniata",2.6623050278788,2.875,"ecto",0.5,"vert","terrestrial",1,"gut wall","no","no","yes","no","no","no","no",3,"3",NA,2.35,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,"Physaloptera_praeputialis"
"Physaloptera praeputialis","Physaloptera","Physalopteridae","Spirurida","Chromadorea","Nematoda",3,"3","adult","no","def","no",2,"Chordata","Mammalia",3.59002376742889,3.5,"endo",1,"vert","terrestrial",1,"stomach","no","yes","no","no","no","no","no",3,"3",NA,NA,NA,54.5380484663188,29.75,1.4,99.25,3324.875,NA,54.5380484663188,99.25,3324.875,NA,"Physaloptera_praeputialis"
"Physaloptera rara","Physaloptera","Physalopteridae","Spirurida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",4,"Arthropoda","Insecta",-2.02434733735431,2.28960374071396,"ecto",0,"invert","terrestrial",1,"gut wall","no","no","yes","no","no","no","no",3,"3",2.82248537980141e-05,0.0495,0.033,0.0527003689348629,2.775,0.1555,18,285,3.27118195455075,0.0527003689348629,18,285,3.27118195455075,"Physaloptera_rara"
"Physaloptera rara","Physaloptera","Physalopteridae","Spirurida","Chromadorea","Nematoda",2,"2","2larv","no","int","paratenic",1,"Chordata","Craniata",2.50249539991255,NA,"ecto",0,"vert","terrestrial",1,"gut wall","no","no","yes","no","no","no","no",3,"3",0.0527003689348629,2.775,0.1555,NA,NA,NA,NA,NA,NA,0.0527003689348629,1,20,0,"Physaloptera_rara"
"Physaloptera rara","Physaloptera","Physalopteridae","Spirurida","Chromadorea","Nematoda",3,"3","adult","no","def","no",5,"Chordata","Mammalia",3.55893583367935,3.25090909090909,"endo",1,"vert","terrestrial",1,"stomach","no","yes","no","no","no","no","no",3,"3",NA,NA,NA,30.2749000841141,29,1.17,77,2579.5,NA,30.2749000841141,77,2579.5,NA,"Physaloptera_rara"
"Physocephalus dromedarii","Physocephalus","Spirocercidae","Spirurida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",9,"Arthropoda","Insecta",NA,2,"ecto",0,"invert","terrestrial",1,"body cavity","yes","no","no","no","no","no","no",3,"3",4.30005494460103e-06,0.0365,0.015,0.00656202416993303,1.67,0.0706666666666667,NA,NA,3.18356382081346,0.00656202416993303,NA,NA,3.18356382081346,"Physocephalus_dromedarii"
"Physocephalus dromedarii","Physocephalus","Spirocercidae","Spirurida","Chromadorea","Nematoda",2,"2","2larv","no","int","paratenic",6,"Chordata","Craniata",2.14070564185126,2.6,"ecto",0.333333333333333,"vert","terrestrial",1,"gut wall","no","no","yes","no","no","no","no",3,"3",0.00656202416993303,1.67,0.0706666666666667,0.00643504937245534,1.66316666666667,0.07,NA,NA,-0.00848594234529587,0.00643504937245534,1,20,-0.00848594234529587,"Physocephalus_dromedarii"
"Physocephalus dromedarii","Physocephalus","Spirocercidae","Spirurida","Chromadorea","Nematoda",3,"3","adult","no","def","no",1,"Chordata","Mammalia",5.45402032084238,2,"endo",1,"vert","terrestrial",1,"stomach","no","yes","no","no","no","no","no",3,"3",0.00643504937245534,1.66316666666667,0.07,4.12801976009413,26.75,0.454,NA,NA,2.80718988416784,4.12801976009413,NA,NA,2.80718988416784,"Physocephalus_dromedarii"
"Physocephalus sexalatus","Physocephalus","Spirocercidae","Spirurida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",27,"Arthropoda","Insecta",-1.4827712811634,2,"ecto",0,"invert","terrestrial",1,"body cavity","yes","no","no","no","no","no","no",3,"3",7.62516896903803e-06,0.0386666666666667,0.0186666666666667,0.00420431703560291,1.25816666666667,0.0640833333333333,35,NA,2.74144598568092,0.00420431703560291,35,NA,2.74144598568092,"Physocephalus_sexalatus"
"Physocephalus sexalatus","Physocephalus","Spirocercidae","Spirurida","Chromadorea","Nematoda",2,"2","2larv","no","int","paratenic",17,"Chordata","Mammalia",2.20417201534384,2.58279220779221,"endo",0.941176470588235,"vert","terrestrial",1,"gut wall","no","no","yes","no","no","no","no",3,"3",0.00420431703560291,1.25816666666667,0.0640833333333333,NA,NA,NA,NA,NA,NA,0.00420431703560291,1,20,0,"Physocephalus_sexalatus"
"Physocephalus sexalatus","Physocephalus","Spirocercidae","Spirurida","Chromadorea","Nematoda",3,"3","adult","no","def","no",4,"Chordata","Mammalia",4.89738446673526,2.125,"endo",1,"vert","terrestrial",1,"stomach","no","yes","no","no","no","no","no",3,"3",NA,NA,NA,1.91134497044403,15.875,0.39,NA,NA,NA,1.91134497044403,NA,NA,NA,"Physocephalus_sexalatus"
"Placoconus lotoris","Placoconus","Ancylostomatidae","Rhabditida","Chromadorea","Nematoda",1,"1","adult","no","def","no",2,"Chordata","Mammalia",3.13068978364075,2.675,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",1,"1",0.000235682280872306,0.62,0.022,0.339247804379062,7.08,0.247,26,871,3.15819011306643,0.339247804379062,26,871,3.15819011306643,"Placoconus_lotoris"
"Plagiorhynchus cylindraceus","Plagiorhynchus","Plagiorhynchidae","Polymorphida","Palaeacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",5,"Arthropoda","Malacostraca",-1.63828679518574,2.25,"ecto",0,"invert","terrestrial",1,"body cavity","yes","no","no","no","no","no","no",2,"2",3.53429173528852e-05,0.075,0.03,0.451603943953533,2.3,0.5,62.5,1062.5,4.10645533091429,0.451603943953533,62.5,1062.5,4.10645533091429,"Plagiorhynchus_cylindraceus"
"Plagiorhynchus cylindraceus","Plagiorhynchus","Plagiorhynchidae","Polymorphida","Palaeacanthocephala","Acanthocephala",2,"2","adult","no","def","no",8,"Chordata","Aves",1.99900050871789,2.79133302898231,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",2,"2",0.451603943953533,2.3,0.5,42.251542534708,10.39875,2.2575,NA,NA,1.97108484290051,42.251542534708,NA,NA,1.97108484290051,"Plagiorhynchus_cylindraceus"
"Platyscolex ciliata","Platyscolex","Dilepididae","Cyclophyllidea","Cestoda","Platyhelminthes",1,"1","1larv","no","int","no",2,"Arthropoda","Branchiopoda",-3.44773707115195,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",5.32646562440637e-05,0.066,0.03,0.00601600541836239,0.234,0.213,11,165,2.05286909018932,0.00601600541836239,11,165,2.05286909018932,"Platyscolex_ciliata"
"Platyscolex ciliata","Platyscolex","Dilepididae","Cyclophyllidea","Cestoda","Platyhelminthes",2,"2","adult","no","def","no",7,"Chordata","Aves",2.97287397599654,2.873,"endo",1,"vert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.00601600541836239,0.234,0.213,100,62.5,1.6,NA,NA,4.22069178126551,100,NA,NA,4.22069178126551,"Platyscolex_ciliata"
"Pneumostrongylus calcaratus","Pneumostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",1,"Mollusca","Gastropoda",NA,2,"ecto",0,"invert","terrestrial",1,"muscles","no","no","no","no","no","no","yes",2,"2",7.56538739299336e-05,0.3153,0.0172,0.00141736216053152,0.6993,0.0508,13.5,270,1.27264966277582,0.00141736216053152,13.5,270,1.27264966277582,"Pneumostrongylus_calcaratus"
"Pneumostrongylus calcaratus","Pneumostrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda",2,"2","adult","no","def","no",1,"Chordata","Mammalia",4.40874195188233,2,"endo",1,"vert","terrestrial",1,"lungs","no","no","no","yes","no","no","no",2,"2",0.00141736216053152,0.6993,0.0508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pneumostrongylus_calcaratus"
"Poecilancistrium caryophyllum","Poecilancistrium","Otobothriidae","Trypanorhyncha","Cestoda","Platyhelminthes",1,"1","1larv","no","int","no",3,"Arthropoda","Hexanauplia",-4.21194906480266,2.22265625,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",4,"3+",3.39292006587698e-06,0.02,0.018,0.000224441662357762,0.162,0.042,5,90,1.82052984852352,0.000224441662357762,5,90,1.82052984852352,"Poecilancistrium_caryophyllum"
"Poecilancistrium caryophyllum","Poecilancistrium","Otobothriidae","Trypanorhyncha","Cestoda","Platyhelminthes",2,"2","2larv","yes","int","no",NA,NA,NA,NA,NA,"ecto",0,"invert","aquatic",0,"muscles","no","no","no","no","no","no","yes",4,"3+",0.000224441662357762,0.162,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poecilancistrium_caryophyllum"
"Poecilancistrium caryophyllum","Poecilancistrium","Otobothriidae","Trypanorhyncha","Cestoda","Platyhelminthes",3,"3","3larv","no","int","no",7,"Chordata","Actinopterygii",3.13340955965747,3.40229607972221,"ecto",0,"invert","aquatic",0,"muscles","no","no","no","no","no","no","yes",4,"3+",NA,NA,NA,9.66,39.05,0.92,NA,NA,NA,9.66,NA,NA,NA,"Poecilancistrium_caryophyllum"
"Poecilancistrium caryophyllum","Poecilancistrium","Otobothriidae","Trypanorhyncha","Cestoda","Platyhelminthes",4,"4","adult","no","def","no",2,"Chordata","Elasmobranchii",5.0945352683861,3.87495283018868,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",4,"3+",9.66,39.05,0.92,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,"Poecilancistrium_caryophyllum"
"Polydelphis anoura","Polydelphis","Ophidascaridae","Ascaridida","Chromadorea","Nematoda",1,"1","1larv","yes","int","paratenic",NA,NA,NA,NA,NA,"ecto",0,"invert","terrestrial",1,"gut wall; mesentery; liver; lungs","no","no","yes","yes","yes","no","yes",3,"3",0.000189546585582631,0.08005,0.0672,NA,0.495,NA,NA,NA,NA,0.000189546585582631,1,20,0,"Polydelphis_anoura"
"Polydelphis anoura","Polydelphis","Ophidascaridae","Ascaridida","Chromadorea","Nematoda",2,"2","2larv","no","int","no",5,"Chordata","Mammalia",2.1731073580993,2.46,"endo",1,"vert","terrestrial",1,"gut wall; mesentery; liver; lungs","no","no","yes","yes","yes","no","yes",3,"3",NA,0.495,NA,0.106923552494843,3.881,0.153075,40.3333333333333,1351.16666666667,NA,0.106923552494843,40.3333333333333,1351.16666666667,NA,"Polydelphis_anoura"
"Polydelphis anoura","Polydelphis","Ophidascaridae","Ascaridida","Chromadorea","Nematoda",3,"3","adult","no","def","no",6,"Chordata","Craniata",3.2919992402238,3.505,"ecto",0,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",3,"3",0.106923552494843,3.881,0.153075,417.462358541411,126.333333333333,2.00833333333333,183,3965.061,3.59154394282392,417.462358541411,183,3965.061,3.59154394282392,"Polydelphis_anoura"
"Polydelphis anoura","Polydelphis","Ophidascaridae","Ascaridida","Chromadorea","Nematoda",3,"3","adult","no","def","postcyclic",6,"Chordata","Craniata",3.30584021300657,3.505,"ecto",0,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",3,"3",417.462358541411,126.333333333333,2.00833333333333,417.462358541411,126.333333333333,2.00833333333333,183,3965.061,0,417.462358541411,183,3965.061,0,"Polydelphis_anoura"
"Polymorphus cincli","Polymorphus","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",1,"Arthropoda","Malacostraca",NA,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",NA,NA,NA,0.229342546897362,1.38,0.46,NA,NA,NA,0.229342546897362,NA,NA,NA,"Polymorphus_cincli"
"Polymorphus cincli","Polymorphus","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala",2,"2","adult","no","def","no",1,"Chordata","Aves",1.78972780523206,3.2,"endo",1,"vert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.229342546897362,1.38,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polymorphus_cincli"
"Polymorphus contortus","Polymorphus","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",2,"Arthropoda","Malacostraca",-2.37874847602477,2,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",1.58886048455304e-05,0.101,0.017,0.064517871236152,0.6175,0.447,35,577.5,3.60859426529222,0.064517871236152,35,577.5,3.60859426529222,"Polymorphus_contortus"
"Polymorphus contortus","Polymorphus","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala",2,"2","adult","no","def","no",5,"Chordata","Aves",2.93577170890557,2.9025,"endo",1,"vert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.064517871236152,0.6175,0.447,NA,1.95,NA,24,852,NA,NA,24,852,NA,"Polymorphus_contortus"
"Polymorphus marilis","Polymorphus","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",2,"Arthropoda","Malacostraca",-1.896661188696,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",1.22196173252192e-05,0.111,0.0145,0.128096974373552,0.8,0.553,62.1733333333333,670.31,4.02048126634473,0.128096974373552,62.1733333333333,670.31,4.02048126634473,"Polymorphus_marilis"
"Polymorphus marilis","Polymorphus","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala",2,"2","adult","no","def","no",5,"Chordata","Aves",2.91509743178131,2.97694444444444,"endo",1,"vert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.128096974373552,0.8,0.553,23.8564692131975,11.5,1.5,21,514.75,2.27006729606071,23.8564692131975,21,514.75,2.27006729606071,"Polymorphus_marilis"
"Polymorphus minutus","Polymorphus","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",5,"Arthropoda","Malacostraca",-2.15625001675498,2.36575971424846,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",2.52976748430318e-05,0.112,0.0206666666666667,0.102408440898518,0.643,0.425333333333333,68.75,599.65,3.60725514815481,0.102408440898518,68.75,599.65,3.60725514815481,"Polymorphus_minutus"
"Polymorphus minutus","Polymorphus","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala",2,"2","adult","no","def","no",2,"Chordata","Aves",2.92764475333014,3.005,"endo",1,"vert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.102408440898518,0.643,0.425333333333333,NA,8.625,NA,23,816.5,NA,NA,23,816.5,NA,"Polymorphus_minutus"
"Polymorphus paradoxus","Polymorphus","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",1,"Arthropoda","Malacostraca",-1.896661188696,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",2.35619449019234e-05,0.11225,0.02,0.432994916219534,1.215,0.825,26,390,4.26427166125884,0.432994916219534,26,390,4.26427166125884,"Polymorphus_paradoxus"
"Polymorphus paradoxus","Polymorphus","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala",2,"2","adult","no","def","no",4,"Chordata","Mammalia",3.16380853120719,2.36833333333333,"endo",1,"vert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.432994916219534,1.215,0.825,32.8026451681465,8.58333333333333,2.25,NA,NA,1.87942606879415,32.8026451681465,NA,NA,1.87942606879415,"Polymorphus_paradoxus"
"Polymorphus trochus","Polymorphus","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",1,"Arthropoda","Malacostraca",-2.86083576335353,2,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",1.20299436687587e-05,0.0795,0.017,0.13997043321784,0.871,0.554,41,676.5,4.0657727130515,0.13997043321784,41,676.5,4.0657727130515,"Polymorphus_trochus"
"Polymorphus trochus","Polymorphus","Polymorphidae","Polymorphida","Palaeacanthocephala","Acanthocephala",2,"2","adult","no","def","no",1,"Chordata","Aves",2.75081328923386,2.54074074074074,"endo",1,"vert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.13997043321784,0.871,0.554,NA,6.15,NA,33,1171.5,NA,NA,33,1171.5,NA,"Polymorphus_trochus"
"Polyonchobothrium clarias","Polyonchobothrium","Bothriocephalidae","Bothriocephalidea","Cestoda","Platyhelminthes",1,"1","1larv","no","int","no",1,"Arthropoda","Hexanauplia",NA,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",3,"3",NA,NA,NA,NA,0.338,NA,22,373,NA,NA,22,373,NA,"Polyonchobothrium_clarias"
"Polyonchobothrium clarias","Polyonchobothrium","Bothriocephalidae","Bothriocephalidea","Cestoda","Platyhelminthes",2,"2","2larv","no","int","no",2,"Chordata","Actinopterygii",3.56861494038107,2.88,"ecto",0,"invert","aquatic",0,"gall bladder","no","no","no","no","yes","no","no",3,"3",NA,0.338,NA,NA,0.5825,NA,11,165,NA,NA,11,165,NA,"Polyonchobothrium_clarias"
"Polyonchobothrium clarias","Polyonchobothrium","Bothriocephalidae","Bothriocephalidea","Cestoda","Platyhelminthes",3,"3","adult","no","def","no",1,"Chordata","Actinopterygii",4.00750334349557,3.76,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",3,"3",NA,0.5825,NA,26.2258666666667,41.5733333333333,0.523333333333333,NA,NA,NA,26.2258666666667,NA,NA,NA,"Polyonchobothrium_clarias"
"Polyonchobothrium ophiocephalina","Polyonchobothrium","Bothriocephalidae","Bothriocephalidea","Cestoda","Platyhelminthes",1,"1","1larv","no","int","no",2,"Arthropoda","Hexanauplia",-5.25101514856788,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",NA,NA,NA,0.013471149298593,0.67,0.16,18,306,NA,0.013471149298593,18,306,NA,"Polyonchobothrium_ophiocephalina"
"Polyonchobothrium ophiocephalina","Polyonchobothrium","Bothriocephalidae","Bothriocephalidea","Cestoda","Platyhelminthes",2,"2","adult","no","def","no",2,"Chordata","Actinopterygii",2.57311740442163,3.66000005722046,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.013471149298593,0.67,0.16,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,"Polyonchobothrium_ophiocephalina"
"Pomphorhynchus bulbocolli","Pomphorhynchus","Pomphorhynchidae","Echinorhynchida","Palaeacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",2,"Arthropoda","Malacostraca",-2.86083576335353,2,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",3.99753632722115e-06,0.0658,0.0107666666666667,0.439822971502571,4.35,0.4,36,540,5.04148548932746,0.439822971502571,36,540,5.04148548932746,"Pomphorhynchus_bulbocolli"
"Pomphorhynchus bulbocolli","Pomphorhynchus","Pomphorhynchidae","Echinorhynchida","Palaeacanthocephala","Acanthocephala",2,"2","adult","no","def","no",3,"Chordata","Actinopterygii",3.27782438322469,3.06,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.439822971502571,4.35,0.4,16.3991136517387,15.75,1.2,63,892.5,1.57154246732402,16.3991136517387,63,892.5,1.57154246732402,"Pomphorhynchus_bulbocolli"
"Pomphorhynchus laevis","Pomphorhynchus","Pomphorhynchidae","Echinorhynchida","Palaeacanthocephala","Acanthocephala",1,"1","1larv","no","int","no",3,"Arthropoda","Malacostraca",-2.28604443078447,2.36575971424846,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",3,"3",1.16155152378727e-05,0.116,0.0135,0.23090706003885,1.4575,0.7,90,900,4.29839873289803,0.23090706003885,90,900,4.29839873289803,"Pomphorhynchus_laevis"
"Pomphorhynchus laevis","Pomphorhynchus","Pomphorhynchidae","Echinorhynchida","Palaeacanthocephala","Acanthocephala",2,"2","2larv","no","int","paratenic",6,"Chordata","Actinopterygii",1.62573181546761,2.72973375331999,"ecto",0,"invert","aquatic",0,"body cavity; mesentery","yes","no","no","no","no","no","yes",3,"3",0.23090706003885,1.4575,0.7,NA,3,NA,NA,NA,NA,0.23090706003885,1,20,0,"Pomphorhynchus_laevis"
"Pomphorhynchus laevis","Pomphorhynchus","Pomphorhynchidae","Echinorhynchida","Palaeacanthocephala","Acanthocephala",3,"3","adult","no","def","no",6,"Chordata","Actinopterygii",2.26664965201216,3.02578918770924,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",3,"3",NA,3,NA,56.9540932810751,13.45,2.479,70,910,NA,56.9540932810751,70,910,NA,"Pomphorhynchus_laevis"
"Pomphorhynchus laevis","Pomphorhynchus","Pomphorhynchidae","Echinorhynchida","Palaeacanthocephala","Acanthocephala",3,"3","adult","no","def","postcyclic",6,"Chordata","Actinopterygii",2.77177934439696,3.38226241081694,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",3,"3",56.9540932810751,13.45,2.479,56.9540932810751,13.45,2.479,70,910,0,56.9540932810751,70,910,0,"Pomphorhynchus_laevis"
"Porrocaecum angusticolle","Porrocaecum","Toxocaridae","Ascaridida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",1,"Annelida","Clitellata",-1.17144976144691,NA,"ecto",0,"invert","terrestrial",1,"blood system","no","no","no","no","no","no","yes",3,"3",0.000202990867719051,0.089,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Porrocaecum_angusticolle"
"Porrocaecum angusticolle","Porrocaecum","Toxocaridae","Ascaridida","Chromadorea","Nematoda",2,"2","2larv","no","int","no",3,"Chordata","Mammalia",1.08762034080241,3.05,"endo",1,"vert","terrestrial",1,"gut wall","no","no","yes","no","no","no","no",3,"3",NA,NA,NA,0.4374856265683,8.24,0.26,NA,NA,NA,0.4374856265683,NA,NA,NA,"Porrocaecum_angusticolle"
"Porrocaecum angusticolle","Porrocaecum","Toxocaridae","Ascaridida","Chromadorea","Nematoda",3,"3","adult","no","def","no",7,"Chordata","Aves",3.00028046774767,3.2,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",3,"3",0.4374856265683,8.24,0.26,51.0508806208341,65,1,20,710,2.0670394490041,51.0508806208341,20,710,2.0670394490041,"Porrocaecum_angusticolle"
"Porrocaecum crassum","Porrocaecum","Toxocaridae","Ascaridida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",14,"Annelida","Clitellata",-0.679766846948781,3.225,"ecto",0,"invert","aquatic",0,"muscles","no","no","no","no","no","no","yes",2,"2",NA,0.1,NA,0.765763209312512,3.9,0.5,60,1290,NA,0.765763209312512,60,1290,NA,"Porrocaecum_crassum"
"Porrocaecum crassum","Porrocaecum","Toxocaridae","Ascaridida","Chromadorea","Nematoda",2,"2","adult","no","def","no",3,"Chordata","Aves",2.92384537692558,2.36833333333333,"endo",1,"vert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",0.765763209312512,3.9,0.5,182.463701320495,48,2.2,21,745.5,2.37708198332146,182.463701320495,21,745.5,2.37708198332146,"Porrocaecum_crassum"
"Porrocaecum ensicaudatum","Porrocaecum","Toxocaridae","Ascaridida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",6,"Annelida","Clitellata",-0.398496354507082,2.73888888888889,"ecto",0,"invert","terrestrial",1,"blood system","no","no","no","no","no","no","yes",2,"2",0.000333829076461605,0.1043,0.0774,0.0444872669850055,3.96775,0.115625,49,931,2.12471156530048,0.0444872669850055,49,931,2.12471156530048,"Porrocaecum_ensicaudatum"
"Porrocaecum ensicaudatum","Porrocaecum","Toxocaridae","Ascaridida","Chromadorea","Nematoda",2,"2","adult","no","def","no",9,"Chordata","Aves",2.01629686837818,2.4,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",2,"2",0.0444872669850055,3.96775,0.115625,67.7274597357379,57.8,1.22,33,1171.5,3.18252906048757,67.7274597357379,33,1171.5,3.18252906048757,"Porrocaecum_ensicaudatum"
"Porrocaecum semiteres","Porrocaecum","Toxocaridae","Ascaridida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",3,"Annelida","Clitellata",-0.721297251688575,2,"ecto",0,"invert","terrestrial",0.666666666666667,"blood system","no","no","no","no","no","no","yes",2,"2",0.0003658112373742,0.1045,0.082,0.0486373756266587,4.055,0.1205,NA,NA,2.12371309079479,0.0486373756266587,NA,NA,2.12371309079479,"Porrocaecum_semiteres"
"Porrocaecum semiteres","Porrocaecum","Toxocaridae","Ascaridida","Chromadorea","Nematoda",2,"2","adult","no","def","no",4,"Chordata","Aves",2.26404971747906,2.925,"endo",1,"vert","aquatic",0.25,"gut","no","yes","no","no","no","no","no",2,"2",0.0486373756266587,4.055,0.1205,42.0821048337333,51.5,1.02,NA,NA,2.93712732067658,42.0821048337333,NA,NA,2.93712732067658,"Porrocaecum_semiteres"
"Procamallanus fukiensis","Procamallanus","Camallanidae","Spirurida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",3,"Arthropoda","Hexanauplia",-4.76513895827659,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",NA,NA,NA,NA,NA,NA,15,210.75,NA,NA,15,210.75,NA,"Procamallanus_fukiensis"
"Procamallanus fukiensis","Procamallanus","Camallanidae","Spirurida","Chromadorea","Nematoda",2,"2","adult","no","def","no",1,"Chordata","Actinopterygii",3.33575448110443,4.43,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",2,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Procamallanus_fukiensis"
"Procamallanus laeviconchus","Procamallanus","Camallanidae","Spirurida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",1,"Arthropoda","Hexanauplia",-5.16005917430092,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",3,"3",0.000138572510357192,0.464,0.0195,0.000816088480205137,0.8245,0.0355,6,111,0.770060162810809,0.000816088480205137,6,111,0.770060162810809,"Procamallanus_laeviconchus"
"Procamallanus laeviconchus","Procamallanus","Camallanidae","Spirurida","Chromadorea","Nematoda",2,"2","2larv","no","int","paratenic",1,"Chordata","Actinopterygii",-0.0453462893045955,2.9725,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",3,"3",0.000816088480205137,0.8245,0.0355,0.00214597324698106,1.138,0.049,NA,NA,0.419887056025354,0.00214597324698106,1,20,0.419887056025354,"Procamallanus_laeviconchus"
"Procamallanus laeviconchus","Procamallanus","Camallanidae","Spirurida","Chromadorea","Nematoda",3,"3","adult","no","def","no",5,"Chordata","Actinopterygii",2.30730474783902,3.3,"ecto",0,"invert","aquatic",0,"gut","no","yes","no","no","no","no","no",3,"3",0.00214597324698106,1.138,0.049,0.560276987802309,8.38375,0.255875,NA,NA,2.41677848162013,0.560276987802309,NA,NA,2.41677848162013,"Procamallanus_laeviconchus"
